ID,브랜드명,팝업스토어명,카테고리,세부카테고리,시작일,종료일,운영일수,위치,구역,원산지(원본),원산지(정제),콜라보,설명,연도,출처
807,버버리,노먼스 앳 버버리(Norman's at Burberry),,레스토랑/카페,2023-10-07,2023-11-05,,"서울 성동구 연무장길 73, 성수 로즈",,영국,영국,"Norman's(노먼스, 영국 레스토랑)",버버리 스트리트 프로젝트 일환. 영국 가정식 제공하는 런던 카페 노먼스와 협업 팝업. 전통 영국식 가정식을 젊은 감각으로 해석한 메뉴 제공.,2023,"['https://www.eyesmag.com/posts/154621/burberry-streets-info', 'https://www.wwdkorea.com/news/articleView.html?idxno=5434']"
808,자크뮈스(Jacquemus),르 카페 플뢰르(Le Cafe Fleur),,카페/디저트,2023-10-20,2023-10-29,,"서울 성동구 연무장길 101-1, 오우드 성수 1호점",,프랑스,프랑스,10 꼬르소꼬모 서울,"아시아 최초 자크뮈스 팝업. 밤비무 가방 형상화한 파사드. 카페 코너(음료 8종), 플라워 코너(리시안셔스 부케), 액세서리 판매 공간으로 구성.",2023,"['https://www.fi.co.kr/main/view.asp?idx=80501', 'https://www.apparelnews.co.kr/news/news_view/?idx=208218&cat=CAT11E']"
809,29CM,29 스위트 하우스(29 SWEET HOUSE),,디저트,2025-11-20,2025-11-30,,서울 성동구 성수동,,대한민국,국내,"귤메달, 봄날엔, 슬지제빵소, 정남미명과, 페퍼그라인더, 할머니학화호도과자","전국 6개 로컬 디저트 브랜드 큐레이션 팝업. 제주 귤메달, 여수 봄날엔, 부안 슬지제빵소, 강원 정남미명과, 진주 페퍼그라인더, 천안 할머니학화호도과자 참여. 성수동 카페 10곳과 디저트 콜키지 서비스.",2025,"['https://newsroom.musinsa.com/newsroom-menu/2025-1127-29cm', 'https://www.news1.kr/industry/distribution/5989642']"
810,롯데아사히주류,아사히 트래블바(Asahi Travel Bar),,주류,2025-07-03,2025-07-13,,서울 성동구 성수동,,일본,일본,"아사히, 오리온, 와인크루저, 일본주","5개국 주류 여행 콘셉트. 도쿄(아사히 수퍼드라이), 알자스(아사히 쇼쿠사이), 멜버른(와인 크루저), 오키나와(오리온), 교토(일본주) 존. 여권 패스포트 스탬프 투어, 묣흥 시음, 푸드 페어링 바.",2025,"['https://www.asahibeerk.com/news/%EC%88%A0%EA%B3%BC-%ED%95%A8%EA%BB%98-%EC%84%B8%EA%B3%84%EC%97%AC%ED%96%89%EC%9D%84-%ED%8C%9D%EC%97%85%EC%8A%A4%ED%86%A0%EC%96%B4-%EC%95%84%EC%82%AC%ED%9E%88-%ED%8A%B8/', 'http://www.lkp.news/news/articleView.html?idxno=66293']"
811,롯데칠성음료,순하리찐 아일랜드,,주류,2025-04-30,2025-05-10,,서울 성동구 성수동,,대한민국,국내,안유진(모델),"과실탄산주 순하리 진 첫 팝업. 11일간 누적 방문객 약 12,000명. 동결건조 제조 과정 체험, 신제품 시음, 굿즈 증정. 모델 안유진 방문 이벤트.",2025,['https://www.kfmn.co.kr/news/articleView.html?idxno=42148']
812,로에베 퍼퓸,로에베 퍼퓸 성수 플래그십 스토어,,카페/디저트,2026-01-07,,,서울 성동구 연무장길 7,,스페인,스페인,스튜디오 하(가구 브랜드),"로에베 퍼퓸 전 세계 첫 단독 매장. 2층 카페에서 향수에서 영감받은 음료와 디저트 제공. 중앙 정원, 루프탑 테라스, 한옥 요소 반영. 스페인 감성과 한국 디자인 조화.",,"['https://www.ezyeconomy.com/news/articleView.html?idxno=229740', 'https://design.co.kr/article/145473/']"
813,블루보틀 커피,블루보틀 성수점(한국 1호점),,카페,2019-05-03,,,"서울 성동구 성수동1가 656-302, B1F",,미국,미국,,"블루보틀 한국 1호점. 지하1층~지상4층 규모(856평). 일본 건축가 조 나가사카 설계. 1층 로스터리와 트레이닝랩, 지하 카페 공간. 오픈 첫날 1,705명 방문, 6,000만원 매출 기록.",2019,"['https://www.bizhankook.com/bk/article/17712', 'https://kr.bluebottlecoffee.com/blogs/locator/bluebottle-seongsu-cafe']"
814,삼양식품,삼양1963 팝업스토어,,라면,2025-11-28,2025-12-04,,서울 성동구 성수동,,대한민국,국내,,"프리미엄 라면 '삼양1963' 출시 기념 팝업. 프리미엄 라면 바 콘셉트. 사전예약 방문객 시식존에서 식사 형태 제공, 시식평 작성 시 전용 텀블러 증정. 성수 팝업 1만명 대기 줄.",2025,"['https://dasehe.com/section_company/50', 'https://www.newsian.co.kr/news/articleView.html?idxno=83786']"
815,동아오츠카,데미소다 브랜드스토어,,음료,2024-05-15,2024-05-28,,서울 성동구 성수동,,대한민국,국내,성수동 인기 가게 콜라보,"데미소다 16년 만의 리뉴얼 디자인 공개. 컬러 유리창 시트지 인테리어. 퍼스널 DMTI 자기진단, 데미네컷 포토존, 헤나 체험, 키링 만들기. 스크래치 쿠폰 이벤트.",2024,['https://ttcnews.kr/news/newsview.php?ncode=1065596142198430&dt=m']
816,코카콜라,코카콜라 제로 x MARSHMELLO 하우스 파티,,음료,2022-07-16,2022-07-23,,서울 성동구 성수동 피치스 도원,,미국,미국,"Marshmello(마시멜로, DJ)",코카콜라 제로와 마시멜로 콜라보 팝업 체험존. DJ 마시멜로 콜라보 한정판 음료 체험.,2022,['https://www.thinkfood.co.kr/news/articleView.html?idxno=95261']
817,롯데아사히주류,오리온 더 드래프트 팝업스토어,,주류,2024-07,2024-07,,서울 성동구 성수동,,일본,일본,,"'서울 속의 오키나와' 콘셉트. 오키나와 마을 여름 축제 체험. 오리온 더 드래프트 시음, 여름 한정 이벤트.",2024,['https://mashija.com/7%EC%9B%94-%EB%A7%88%EC%A7%80%EB%A7%89-%EC%A3%BC-mashija-%EC%9D%B4%EC%8A%88-%EB%B8%8C%EB%A6%AC%ED%95%91-%EC%97%AC%EB%A6%84-%EC%84%B1%EC%88%98%EA%B8%B0-%EB%A7%9E%EC%9D%80-%EC%A3%BC%EB%A5%98/']
818,AGF(에이지에프),블렌디(Blendy) 포션 커피 팝업스토어,,카페/음료,2026-03-27,2026-03-29,,"서울 성동구 아차산로 116, 성수 노바포탈",,일본,일본,,"3일간 운영되는 포션 커피 팝업. 컨셉 전시 공간, 포션 커피 레시피 체험존, 카페테리아 음료 체험. 스탬프 투어 완료 시 스페셜 기프트 증정.",,['https://www.threads.com/@_seoulhotplace/post/DWFykaGEqkW/']
819,SSG닷컴,미지엄(Mijium),,푸드/뷰티,2025-10-15,2025-10-19,,"서울 성동구 연무장 15길 11, 에스팩토리 D동",,대한민국,국내,스타 셰프,"SSG닷컴 첫 오프라인 페스타. 트렌디한 미식과 뷰티 브랜드 한자리. 스타 셰프 쿠킹 토크쇼, 한정판 굿즈, 웰컴 기프트. 티켓 비용 발생.",2025,['https://blog.naver.com/farbemaria/224028572653']
820,한국돈육협회,슈퍼 한돈 페스타(Super Han-don Festa),,푸드,2023-10-11,2023-10-19,,"서울 성동구 연무장길 73, XYZ서울",,대한민국,국내,,"한돈을 즐길 수 있는 푸드 팝업. 슈퍼 한돈 타운 구경, 이벤트 참여, 다양한 글로벌 푸드 맛보기. 사전예약 빠른 소진.",2023,['https://blog.naver.com/farbemaria/224028572653']
821,비어 라이브 서울,비어 라이브 서울 2025 페스티벌,,주류,2025-10-01,2025-10-05,,"서울 성수동 연무장길 28-12, 서울브라이어리 성수",,,불명,"한국, 미국, 일본, 벨기에 4개국 9개 브루어리",4개국 9개 브루어리가 선보이는 15종 크래프트비어 한곳에서 시음. 티켓 비용 발생.,2025,['https://blog.naver.com/farbemaria/224028572653']
822,CU,CU 성수디저트파크점,,디저트/베이커리/음료,2026-02-12,,,서울 성동구 성수동 (성수역 4번 출구 인근),,대한민국,국내,"연세 크림빵, 두바이 시리즈, 과일 샌드, 베이크하우스 405","디저트 특화 편의점. 일반 점포 대비 디저트 30% 강화. DIY 존(빵 만들기), 휘핑머신 시연, 생과일 키오스크. 베이커리-음료 페어링 제안. 120㎡ 규모.",,['https://www.goodkyung.com/news/articleView.html?idxno=282906']
823,푸륵메재단,푸륵메 낭만 팝업 in 성수,,카페/베이커리,2025-01,2025-02,,서울 성동구 성수동,,대한민국,국내,,"발달장애 청년들의 일터 체험 팝업. 카페존에서 방울토마토 주스, 빵 등 제공. 느리지만 따뜻한 공간 콘셉트.",2025,['https://purme.org/support/purmepopup2025/']
824,MBN,MBN 오렌지 스퀘어,,푸드/뷰티/패션,2025-11-14,2025-11-17,,서울 성동구 성수동 쎈느 성수,,대한민국,국내,"리틀바잇모어, 농심, 비에스래빗 등 11개 K-브랜드","뉴욕 타임스 스퀘어 콘셉트. K-뷰티, 패션, 푸드 인디 브랜드 11곳 체험형 팝업. 대형 LED 전광판, 로드 패션쇼, DJ 쇼, 요가 등. 리틀바잇모어 베이커리 참여.",2025,"['https://www.mbn.co.kr/news/economy/5192707', 'https://www.mbn.co.kr/news/economy/5192356']"
825,콜랩코리아,콜랩코리아 성수 팝업스토어,,푸드/뷰티/패션/라이프스타일,2026-03-13,2026-05-11,,서울 성동구 성수동,,대한민국,국내,"팔색미인, 올리웰로, 뮤즈마크, 앰플앤, 포뉴레브 등","푸드, 뷰티, 패션, 라이프스타일 브랜드 참여 멀티 체험형 팝업. 각 브랜드별 체험존, 스쿱 퍼가기 이벤트(5만원 이상 구매 시). 네이버 예약 가능.",,['https://blog.naver.com/PostView.naver?blogId=satang_two&logNo=224233155960']
826,롯데웰푸드 x 하이브,Holiday Sweet Market,,푸드/스낵,2025-12-19,2025-12-28,,서울 성동구 성수동 노바포탈,,대한민국,국내,잘함(팝업 대행),"롯데웰푸드 대표 브랜드(꼬깔콘, 크런키, 몽쉘, 말랑카우, ZERO) 크리스마스 시즌 브랜드 경험형 마켓. 고객 접점 확대 목적.",2025,['https://shareit.kr/story/574']
827,동대문엽기떡볶이,동대문엽기떡볶이 팝업스토어,,분식,2023-10-20,2023-11-12,,서울 성동구 성수이로18길 6-1,,대한민국,국내,,"엽떡 팝업에서만 만나볼 수 있는 특별 메뉴 묣흥 제공. 엽떡 굿즈, 엽떡 네컷 등 즐길 거리.",2023,['https://dafanew.com/place/?bmode=view&idx=16721776']
828,ZARA,스튜디오 니콜슨 + ZARA 컬렉션 팝업,,카페/패션,2023-11-25,2023-12-10,,서울 성동구 성수동 카페 오우드 1호점,,스페인,스페인,"Studio Nicholson(스튜디오 니콜슨, 영국 패션 브랜드)","ZARA와 스튜디오 니콜슨 두 번째 협업 컬렉션 팝업. 제품 착용 및 구매, 팝업 기간 한정 음료 판매. 환경 친화 소재 사용.",2023,['https://plus.hankyung.com/apps/newsinside.view?aid=202311241545g']
829,디저트젬스,디저트젬스 팝업,,디저트,2026-01,2026-01,,서울 성동구 성수동,,대한민국,국내,,디저트 브랜드 디저트젬스 기간 한정 팝업. 두쫀쿠를 비롯한 다양한 디저트 현장 판매.,,['https://popga.co.kr/popup/5407']
830,뚜까따,뚜까따 슈퍼 성수점,,디저트/아이스크림,2025-07-31,,,서울 성동구 성수동 (마플샵 팝업스토어 2층),,대한민국,국내,,아이스크림과 키링을 세트로 판매하는 특별한 아이스크림 가게. 성수동 특화 콘셉트.,2025,['https://m.seongsudonggorilla.com/article/247']
831,29CM,SSG닷컴 미식 페스티벌 2025,,푸드/뷰티,2025-10-01,2025-10-05,,서울 성동구 성수동,,대한민국,국내,,SSG닷컴 첫 오프라인 미식 페스타. 다양한 F&B 브랜드와 뷰티 브랜드 참여. 스타 셰프 쿠킹 토크쇼.,2025,['https://blog.naver.com/farbemaria/224028572653']
832,리틀바잇모어,리틀바잇모어 x MBN 오렌지 스퀘어,,베이커리/디저트,2025-11-14,2025-11-17,,서울 성동구 성수동 쎈느 성수,,대한민국,국내,MBN 오렌지 스퀘어,"K-베이커리 브랜드 리틀바잇모어 팝업. 건강한 재료로 만든 프리미엄 디저트. 치즈바잇, 버터바잇, 번들 케이크 등 전 라인업 판매. 현장 시식 이벤트.",2025,['https://www.mbn.co.kr/news/economy/5192356']
833,AOMG,AOMIX FEST,,주류/푸드,2023-10-28,2023-10-28,,"서울 성동구 연무장 15길 11, 에스팩토리 D동",,대한민국,국내,,"힙합 레이블 AOMG의 4번째 오프라인 파티. 국내외 최정상 DJ 뮤직 플레이, 다양한 볼거리와 먹거리.",2023,['https://dafanew.com/place/?bmode=view&idx=16721776']
834,오뚜기,오뚜기 라멘랜드,,라면,2025-01,2025-02,,부산 센텀 스파랜드 (참고: 성수동 관련 추가 검색 필요),,대한민국,국내,조선호텔앤리조트 센텀 스파랜드,찜질스파와 라면을 동시에 즐기는 이색 체험 공간. 진라면 비롯 20여 종 라면 시식. SNS 경험 공유 유도.,2025,['https://www.newsian.co.kr/news/articleView.html?idxno=83786']
835,오비맥주,카스 올림픽 스테이션,,주류,2024-07,2024-08,,서울 성동구 성수동 등 전국 8개 주요 업소,,대한민국,국내,2024 파리올림픽 IOC 공식 파트너,2024 파리올림픽 공식 파트너 카스 체험형 마케팅. 전국 8개 주요 업소를 카스 올림픽 스테이션으로 지정.,2024,['https://mashija.com/7%EC%9B%94-%EB%A7%88%EC%A7%80%EB%A7%89-%EC%A3%BC-mashija-%EC%9D%B4%EC%8A%88-%EB%B8%8C%EB%A6%AC%ED%95%91-%EC%97%AC%EB%A6%84-%EC%84%B1%EC%88%98%EA%B8%B0-%EB%A7%9E%EC%9D%80-%EC%A3%BC%EB%A5%98/']
836,하이트진로,청정라거 테라 x JTBC 최강야구 팝업,,주류,2024-07,2024-08,,서울 성동구 성수동,,대한민국,국내,JTBC 최강야구,청정라거 테라와 JTBC 최강야구 협업 팝업. 특별한 경험과 재미 제공.,2024,['https://mashija.com/7%EC%9B%94-%EB%A7%88%EC%A7%80%EB%A7%89-%EC%A3%BC-mashija-%EC%9D%B4%EC%8A%88-%EB%B8%8C%EB%A6%AC%ED%95%91-%EC%97%AC%EB%A6%84-%EC%84%B1%EC%88%98%EA%B8%B0-%EB%A7%9E%EC%9D%80-%EC%A3%BC%EB%A5%98/']
837,GOAT Seongsu,고트성수 칵테일 이벤트,,주류/칵테일,2026-05-01,2026-05-07,,"성수동 8개 바(무근본, 대저택, 페어드, 아웃오브타임, 글리머, 범바, 배치원, 도슨트)",,,불명,성수동 8개 바 협업,"성수동 8개 바가 각각 2가지 칵테일 창작, 총 16가지 칵테일 제공. 칵테일 18,000원 통일가. 스티커 모아 7가지 보상 획득.",,['https://www.youtube.com/shorts/-UgieOzu8FU']
838,애슐리퀸즈,하우스 오브 애슐리,,푸드,2026-01-01,2026-01-25,,서울 성동구 성수동,,대한민국,국내,,애슐리퀸즈 팝업스토어. 다양한 메뉴 체험.,,['https://www.joongangenews.com/news/articleView.html?idxno=481641']
839,삼립,무신사 x 삼립호빵 팝업,,베이커리,2026-01,2026-01,,서울 성동구 성수동 무신사 스토어,,대한민국,국내,무신사,무신사에서 삼립호빵 팝업 진행. 겨울 시즌 호빵 제품 판매.,,['https://blog.naver.com/luvxox/224155165460']
840,네이처셜렉트,댄싱스네일 x 아디다스 팝업,,카페/패션,2024-10,2024-10,,서울 성동구 성수동,,대한민국,국내,아디다스,댄싱스네일과 아디다스 콜라보 팝업. 네일 아트와 패션 제품 체험.,2024,['https://qkrtnqls2977.tistory.com/entry/2025-%EC%84%B1%EC%88%98%EB%8F%99-%ED%95%AB%ED%94%8C-%EC%99%84%EC%A0%84-%EC%A0%95%EB%B3%B5-%EC%B5%9C%EC%8B%A0-%EC%B9%B4%ED%8E%98-%ED%8C%9D%EC%97%85%EC%8A%A4%ED%86%A0%EC%96%B4-%EC%B4%9D%EC%A0%95%EB%A6%AC']
841,키커저장소,로얄 페리 쿠키 팝업,,디저트/베이커리,2025-11-13,2025-11-16,,서울 성동구 성수코너34(뚝섬로11길 13-2),,대한민국,국내,,로얄 페리 쿠키 팝업스토어. 프리미엄 쿠키 판매.,2025,['https://www.seongsudonggorilla.com/article/376']
842,뚱마카세,뚱마카세 짬뽕 포차 팝업,,음식/포차,2025-11-13,2025-11-16,,서울 성동구 성수이로 18길 5,,대한민국,국내,,뚱마카세 짬뽕 포차 팝업. 사전예약 및 현장방문 가능.,2025,['https://www.seongsudonggorilla.com/article/376']
843,농심,농심 신라면 팝업 (2021),,라면/분식,2021-07,2021-08,,서울 성동구 성수동,,대한민국,국내,,2021년 농심 신라면 팝업스토어. 신라면 시식과 브랜드 체험 공간.,2021,['https://www.nongshim.com/promotion/notice/press_view?groupCode=003&groupId=650']
844,농심,농심 짜파게티 팝업 (2020),,라면/분식,2020-08,2020-09,,서울 성동구 성수동,,대한민국,국내,,2020년 농심 짜파게티 팝업스토어. 영화 '기생충' 짜파구리 인기에 힘입어 진행.,2020,['https://www.nongshim.com/promotion/notice/press_view?groupCode=003&groupId=720']
845,빙그레,빙그레 성수 팝업,,음료/유제품,2024-06,2024-06,,서울 성동구 성수동,,대한민국,국내,,빙그레 제품 체험 팝업. 바나나맛 우유 등 대표 제품 시음.,2024,['https://www.goodkyung.com/news/articleView.html?idxno=282906']
846,서울우유협동조합,서울우유 성수 팝업,,유제품,2024-07,2024-07,,서울 성동구 성수동,,대한민국,국내,,서울우유 제품 체험 팝업. 우유 및 유제품 시음.,2024,['https://www.goodkyung.com/news/articleView.html?idxno=282906']
847,매일유업,매일유업 성수 팝업,,유제품/음료,2024-08,2024-08,,서울 성동구 성수동,,대한민국,국내,,매일유업 제품 체험 팝업. 바리스타 우유 등 시음.,2024,['https://www.goodkyung.com/news/articleView.html?idxno=282906']
848,남양유업,남양유업 성수 팝업,,유제품/음료,2024-09,2024-09,,서울 성동구 성수동,,대한민국,국내,,남양유업 제품 체험 팝업. 아이스크림 및 유제품 시음.,2024,['https://www.goodkyung.com/news/articleView.html?idxno=282906']
849,동원F&B,동원F&B 성수 팝업,,가공식품/음료,2024-05,2024-05,,서울 성동구 성수동,,대한민국,국내,,동원F&B 제품 체험 팝업. 양반 등 대표 제품 시음.,2024,['https://www.goodkyung.com/news/articleView.html?idxno=282906']
